file,participant,condition,phase,time,topic,data
P12WIOR.csv,p12,WOIR,task,1.8,call.voice.alert,{}
P12WIOR.csv,p12,WOIR,task,1.8,call.incoming,{}
P12WIOR.csv,p12,WOIR,task,2.301,call.voice.alert,{}
P12WIOR.csv,p12,WOIR,task,2.301,call.incoming,{}
P12WIOR.csv,p12,WOIR,task,13.484,call.ringtone.started,{}
P12WIOR.csv,p12,WOIR,task,15.524,call.ringtone.stopped,{}
P12WIOR.csv,p12,WOIR,task,15.524,call.answered,{}
P12WIOR.csv,p12,WOIR,task,17.034,caller.msg,"{""seq"":1,""text"":""I am on the Autobahn near Manchinger Straße (Ingolstadt).""}"
P12WIOR.csv,p12,WOIR,task,22.035,caller.msg,"{""seq"":2,""text"":""There’s a multi car collision ahead.""}"
P12WIOR.csv,p12,WOIR,task,27.037,caller.msg,"{""seq"":3,""text"":""One person appears injured. Please send help quickly.""}"
P12WIOR.csv,p12,WOIR,task,33.132,drt.started,{}
P12WIOR.csv,p12,WOIR,task,33.308,mission.started,{}
P12WIOR.csv,p12,WOIR,task,44.29,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,46.791,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,60.373,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,60.748,drt.response,"{""rt_ms"":376}"
P12WIOR.csv,p12,WOIR,task,69.373,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,69.908,drt.response,"{""rt_ms"":534}"
P12WIOR.csv,p12,WOIR,task,82.904,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,83.492,drt.response,"{""rt_ms"":588}"
P12WIOR.csv,p12,WOIR,task,94.931,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,95.342,drt.response,"{""rt_ms"":411}"
P12WIOR.csv,p12,WOIR,task,105.935,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,106.356,drt.response,"{""rt_ms"":421}"
P12WIOR.csv,p12,WOIR,task,114.378,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,114.886,drt.response,"{""rt_ms"":508}"
P12WIOR.csv,p12,WOIR,task,124.106,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,124.58,drt.response,"{""rt_ms"":474}"
P12WIOR.csv,p12,WOIR,task,134.585,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,135.06,drt.response,"{""rt_ms"":475}"
P12WIOR.csv,p12,WOIR,task,149.043,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,149.58,drt.response,"{""rt_ms"":536}"
P12WIOR.csv,p12,WOIR,task,157.363,call.ringtone.stopped,{}
P12WIOR.csv,p12,WOIR,task,157.363,secondary.start,"{""task_id"":""BASE-MEM-1"",""step"":1}"
P12WIOR.csv,p12,WOIR,task,160.29,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,162.085,secondary.response,"{""task_id"":""BASE-MEM-1"",""answer"":""5"",""correct_answer"":""5"",""correct"":true,""rt_ms"":4722,""step"":1}"
P12WIOR.csv,p12,WOIR,task,162.385,secondary.start,"{""task_id"":""BASE-MATH-1"",""step"":2}"
P12WIOR.csv,p12,WOIR,task,162.791,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,175.612,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,178.113,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,186.94,secondary.response,"{""task_id"":""BASE-MATH-1"",""answer"":""51"",""correct_answer"":""51"",""correct"":true,""rt_ms"":29577,""step"":2}"
P12WIOR.csv,p12,WOIR,task,187.24,secondary.start,"{""task_id"":""BASE-PATTERN-1"",""step"":3}"
P12WIOR.csv,p12,WOIR,task,188.701,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,190.828,secondary.response,"{""task_id"":""BASE-PATTERN-1"",""answer"":""48"",""correct_answer"":""48"",""correct"":true,""rt_ms"":33465,""step"":3}"
P12WIOR.csv,p12,WOIR,task,191.142,secondary.start,"{""task_id"":""BASE-VIS-1"",""step"":4}"
P12WIOR.csv,p12,WOIR,task,191.202,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,194.411,secondary.response,"{""task_id"":""BASE-VIS-1"",""answer"":""DTR-822"",""correct_answer"":""DTR-822"",""correct"":true,""rt_ms"":37049,""step"":4}"
P12WIOR.csv,p12,WOIR,task,195.013,awarenessProbe.started,"{""condition"":""baseline""}"
P12WIOR.csv,p12,WOIR,task,195.213,awarenessProbe.question.shown,"{""question_id"":""PROBE-I2"",""index"":1}"
P12WIOR.csv,p12,WOIR,task,199.901,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,202.401,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,211.572,awarenessProbe.response,"{""question_id"":""PROBE-I2"",""answer"":""Ambulance"",""correct_answer"":""Police"",""correct"":false,""response_time_ms"":16359,""index"":1}"
P12WIOR.csv,p12,WOIR,task,211.572,awarenessProbe.question.shown,"{""question_id"":""PROBE-I1"",""index"":2}"
P12WIOR.csv,p12,WOIR,task,213.922,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,216.423,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,228.283,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,230.784,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,238.946,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,241.447,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,247.148,awarenessProbe.response,"{""question_id"":""PROBE-I1"",""answer"":""2"",""correct_answer"":""1"",""correct"":false,""response_time_ms"":35576,""index"":2}"
P12WIOR.csv,p12,WOIR,task,247.148,awarenessProbe.question.shown,"{""question_id"":""PROBE-I4"",""index"":3}"
P12WIOR.csv,p12,WOIR,task,254.763,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,257.266,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,265.956,awarenessProbe.response,"{""question_id"":""PROBE-I4"",""answer"":""Ambulance arrival"",""correct_answer"":""Ambulance arrival"",""correct"":true,""response_time_ms"":18808,""index"":3}"
P12WIOR.csv,p12,WOIR,task,265.956,awarenessProbe.question.shown,"{""question_id"":""PROBE-I3"",""index"":4}"
P12WIOR.csv,p12,WOIR,task,267.601,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,270.102,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,282.141,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,284.642,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,289.652,awarenessProbe.response,"{""question_id"":""PROBE-I3"",""answer"":""Road became blocked by vehicles"",""correct_answer"":""Traffic increased but road usable"",""correct"":false,""response_time_ms"":23696,""index"":4}"
P12WIOR.csv,p12,WOIR,task,289.652,awarenessProbe.completed,{}
P12WIOR.csv,p12,WOIR,task,289.652,return.quiz.started,{}
P12WIOR.csv,p12,WOIR,task,293.707,drt.flash,{}
P12WIOR.csv,p12,WOIR,task,296.209,drt.miss,{}
P12WIOR.csv,p12,WOIR,task,303.42,return.quiz.completed,"{""answers"":[{""question"":""Which emergency units are currently at the incident location?"",""answer"":""Ambulance and Police"",""correctAnswer"":""Ambulance"",""isCorrect"":false},{""question"":""How many vehicles are involved in accident?"",""answer"":""1"",""correctAnswer"":""3"",""isCorrect"":false},{""question"":""Is there any victim visible currently?"",""answer"":""2"",""correctAnswer"":""2"",""isCorrect"":true},{""question"":""Is the road currently blocked?"",""answer"":""Yes"",""correctAnswer"":""No"",""isCorrect"":false},{""question"":""Is any vehicle currently on fire?"",""answer"":""No"",""correctAnswer"":""No"",""isCorrect"":true}]}"
P26WIR.csv,p26,WIR,task,1.616,call.voice.alert,{}
P26WIR.csv,p26,WIR,task,1.616,call.incoming,{}
P26WIR.csv,p26,WIR,task,2.115,call.voice.alert,{}
P26WIR.csv,p26,WIR,task,2.116,call.incoming,{}
P26WIR.csv,p26,WIR,task,9.364,call.ringtone.stopped,{}
P26WIR.csv,p26,WIR,task,9.364,call.answered,{}
P26WIR.csv,p26,WIR,task,10.866,caller.msg,"{""seq"":1,""text"":""I am on the Autobahn near Manchinger Straße (Ingolstadt).""}"
P26WIR.csv,p26,WIR,task,15.866,caller.msg,"{""seq"":2,""text"":""There’s a multi car collision ahead.""}"
P26WIR.csv,p26,WIR,task,20.865,caller.msg,"{""seq"":3,""text"":""One person appears injured. Please send help quickly.""}"
P26WIR.csv,p26,WIR,task,25.212,mission.started,{}
P26WIR.csv,p26,WIR,task,27.071,drt.started,{}
P26WIR.csv,p26,WIR,task,38.09,drt.flash,{}
P26WIR.csv,p26,WIR,task,40.591,drt.miss,{}
P26WIR.csv,p26,WIR,task,53.586,drt.flash,{}
P26WIR.csv,p26,WIR,task,56.086,drt.miss,{}
P26WIR.csv,p26,WIR,task,65.561,drt.flash,{}
P26WIR.csv,p26,WIR,task,68.062,drt.miss,{}
P26WIR.csv,p26,WIR,task,78.453,drt.flash,{}
P26WIR.csv,p26,WIR,task,80.954,drt.miss,{}
P26WIR.csv,p26,WIR,task,90.377,drt.flash,{}
P26WIR.csv,p26,WIR,task,92.878,drt.miss,{}
P26WIR.csv,p26,WIR,task,105.312,drt.flash,{}
P26WIR.csv,p26,WIR,task,107.813,drt.miss,{}
P26WIR.csv,p26,WIR,task,116.144,drt.flash,{}
P26WIR.csv,p26,WIR,task,118.645,drt.miss,{}
P26WIR.csv,p26,WIR,task,127.379,drt.flash,{}
P26WIR.csv,p26,WIR,task,129.883,drt.miss,{}
P26WIR.csv,p26,WIR,task,140.179,drt.flash,{}
P26WIR.csv,p26,WIR,task,140.643,drt.response,"{""rt_ms"":464}"
P26WIR.csv,p26,WIR,task,149.342,call.ringtone.stopped,{}
P26WIR.csv,p26,WIR,task,149.343,secondary.start,"{""task_id"":""TASK-MEM-1"",""step"":1}"
P26WIR.csv,p26,WIR,task,153.116,drt.flash,{}
P26WIR.csv,p26,WIR,task,155.617,drt.miss,{}
P26WIR.csv,p26,WIR,task,157.733,secondary.response,"{""task_id"":""TASK-MEM-1"",""answer"":""Badge"",""correct_answer"":""Vest"",""correct"":false,""rt_ms"":8391,""step"":1}"
P26WIR.csv,p26,WIR,task,158.034,secondary.start,"{""task_id"":""TASK-MATH-1"",""step"":2}"
P26WIR.csv,p26,WIR,task,163.468,secondary.response,"{""task_id"":""TASK-MATH-1"",""answer"":""Yes"",""correct_answer"":""Yes"",""correct"":true,""rt_ms"":14125,""step"":2}"
P26WIR.csv,p26,WIR,task,163.768,secondary.start,"{""task_id"":""TASK-VIS-1"",""step"":3}"
P26WIR.csv,p26,WIR,task,167.796,drt.flash,{}
P26WIR.csv,p26,WIR,task,170.299,drt.miss,{}
P26WIR.csv,p26,WIR,task,171.156,secondary.response,"{""task_id"":""TASK-VIS-1"",""answer"":""RDAIO-447"",""correct_answer"":""RDAIO-447"",""correct"":true,""rt_ms"":21814,""step"":3}"
P26WIR.csv,p26,WIR,task,171.458,secondary.start,"{""task_id"":""TASK-LOGIC-1"",""step"":4}"
P26WIR.csv,p26,WIR,task,181.507,secondary.response,"{""task_id"":""TASK-LOGIC-1"",""answer"":""No"",""correct_answer"":""Yes"",""correct"":false,""rt_ms"":32165,""step"":4}"
P26WIR.csv,p26,WIR,task,183.189,drt.flash,{}
P26WIR.csv,p26,WIR,task,185.689,drt.miss,{}
P26WIR.csv,p26,WIR,task,195.783,drt.flash,{}
P26WIR.csv,p26,WIR,task,197.549,awarenessProbe.started,"{""condition"":""information-retrieval""}"
P26WIR.csv,p26,WIR,task,197.75,awarenessProbe.question.shown,"{""question_id"":""PROBE-I1"",""index"":1}"
P26WIR.csv,p26,WIR,task,198.283,drt.miss,{}
P26WIR.csv,p26,WIR,task,205.139,awarenessProbe.response,"{""question_id"":""PROBE-I1"",""answer"":""2"",""correct_answer"":""2"",""correct"":true,""response_time_ms"":7389,""index"":1}"
P26WIR.csv,p26,WIR,task,205.14,awarenessProbe.question.shown,"{""question_id"":""PROBE-I2"",""index"":2}"
P26WIR.csv,p26,WIR,task,211.713,drt.flash,{}
P26WIR.csv,p26,WIR,task,212.091,awarenessProbe.response,"{""question_id"":""PROBE-I2"",""answer"":""Fire truck"",""correct_answer"":""Ambulance"",""correct"":false,""response_time_ms"":6952,""index"":2}"
P26WIR.csv,p26,WIR,task,212.092,awarenessProbe.question.shown,"{""question_id"":""PROBE-I3"",""index"":3}"
P26WIR.csv,p26,WIR,task,214.216,drt.miss,{}
P26WIR.csv,p26,WIR,task,218.596,awarenessProbe.response,"{""question_id"":""PROBE-I3"",""answer"":""Road became blocked by vehicles"",""correct_answer"":""Road became blocked by vehicles"",""correct"":true,""response_time_ms"":6504,""index"":3}"
P26WIR.csv,p26,WIR,task,218.596,awarenessProbe.question.shown,"{""question_id"":""PROBE-I4"",""index"":4}"
P26WIR.csv,p26,WIR,task,224.844,drt.flash,{}
P26WIR.csv,p26,WIR,task,227.345,drt.miss,{}
P26WIR.csv,p26,WIR,task,227.755,awarenessProbe.response,"{""question_id"":""PROBE-I4"",""answer"":""Fire truck arrival"",""correct_answer"":""Fire truck arrival"",""correct"":true,""response_time_ms"":9159,""index"":4}"
P26WIR.csv,p26,WIR,task,227.755,awarenessProbe.completed,{}
P26WIR.csv,p26,WIR,task,227.756,return.quiz.started,{}
P26WIR.csv,p26,WIR,task,235.399,drt.flash,{}
P26WIR.csv,p26,WIR,task,237.899,drt.miss,{}
P26WIR.csv,p26,WIR,task,247.61,drt.flash,{}
P26WIR.csv,p26,WIR,task,250.111,drt.miss,{}
P26WIR.csv,p26,WIR,task,256.788,return.quiz.completed,"{""answers"":[{""question"":""How many vehicles are currently involved in the collision?"",""answer"":""3"",""correctAnswer"":""3"",""isCorrect"":true},{""question"":""How many victims are currently visible at the scene?"",""answer"":""2"",""correctAnswer"":""3"",""isCorrect"":false},{""question"":""Which emergency units are currently at the incident location?"",""answer"":""Ambulance and fire truck"",""correctAnswer"":""Ambulance and fire truck"",""isCorrect"":true},{""question"":""Is smoke currently visible in the scene?"",""answer"":""Yes"",""correctAnswer"":""No"",""isCorrect"":false},{""question"":""What is the current traffic condition near the scene?"",""answer"":""Moderate traffic"",""correctAnswer"":""Road blocked"",""isCorrect"":false}]}"
P8WIOR.csv,p8,WOIR,task,1.623,call.voice.alert,{}
P8WIOR.csv,p8,WOIR,task,1.623,call.incoming,{}
P8WIOR.csv,p8,WOIR,task,2.109,call.voice.alert,{}
P8WIOR.csv,p8,WOIR,task,2.109,call.incoming,{}
P8WIOR.csv,p8,WOIR,task,4.503,call.ringtone.stopped,{}
P8WIOR.csv,p8,WOIR,task,4.503,call.answered,{}
P8WIOR.csv,p8,WOIR,task,6.009,caller.msg,"{""seq"":1,""text"":""I am on the Autobahn near Manchinger Straße (Ingolstadt).""}"
P8WIOR.csv,p8,WOIR,task,11.009,caller.msg,"{""seq"":2,""text"":""There’s a multi car collision ahead.""}"
P8WIOR.csv,p8,WOIR,task,16.009,caller.msg,"{""seq"":3,""text"":""One person appears injured. Please send help quickly.""}"
P8WIOR.csv,p8,WOIR,task,20.596,mission.started,{}
P8WIOR.csv,p8,WOIR,task,21.067,drt.started,{}
P8WIOR.csv,p8,WOIR,task,31.516,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,32.221,drt.response,"{""rt_ms"":704}"
P8WIOR.csv,p8,WOIR,task,42.664,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,44.916,drt.response,"{""rt_ms"":2252}"
P8WIOR.csv,p8,WOIR,task,58.334,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,59.036,drt.response,"{""rt_ms"":702}"
P8WIOR.csv,p8,WOIR,task,68.078,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,68.54,drt.response,"{""rt_ms"":462}"
P8WIOR.csv,p8,WOIR,task,79.374,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,79.94,drt.response,"{""rt_ms"":565}"
P8WIOR.csv,p8,WOIR,task,93.636,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,94.364,drt.response,"{""rt_ms"":728}"
P8WIOR.csv,p8,WOIR,task,105.147,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,105.604,drt.response,"{""rt_ms"":457}"
P8WIOR.csv,p8,WOIR,task,117.931,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,118.424,drt.response,"{""rt_ms"":493}"
P8WIOR.csv,p8,WOIR,task,130.08,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,130.556,drt.response,"{""rt_ms"":476}"
P8WIOR.csv,p8,WOIR,task,141.104,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,143.61,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,144.665,call.ringtone.stopped,{}
P8WIOR.csv,p8,WOIR,task,144.665,secondary.start,"{""task_id"":""BASE-VIS-1"",""step"":1}"
P8WIOR.csv,p8,WOIR,task,152.296,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,154.796,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,160.036,secondary.response,"{""task_id"":""BASE-VIS-1"",""answer"":""DTR-822"",""correct_answer"":""DTR-822"",""correct"":true,""rt_ms"":15371,""step"":1}"
P8WIOR.csv,p8,WOIR,task,160.337,secondary.start,"{""task_id"":""BASE-MATH-1"",""step"":2}"
P8WIOR.csv,p8,WOIR,task,167.339,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,169.839,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,179.264,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,180.748,secondary.response,"{""task_id"":""BASE-MATH-1"",""answer"":""41"",""correct_answer"":""51"",""correct"":false,""rt_ms"":36083,""step"":2}"
P8WIOR.csv,p8,WOIR,task,181.049,secondary.start,"{""task_id"":""BASE-PATTERN-1"",""step"":3}"
P8WIOR.csv,p8,WOIR,task,181.765,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,195.634,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,198.136,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,199.996,secondary.response,"{""task_id"":""BASE-PATTERN-1"",""answer"":""36"",""correct_answer"":""48"",""correct"":false,""rt_ms"":55331,""step"":3}"
P8WIOR.csv,p8,WOIR,task,200.296,secondary.start,"{""task_id"":""BASE-MEM-1"",""step"":4}"
P8WIOR.csv,p8,WOIR,task,206.226,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,208.726,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,214.268,secondary.response,"{""task_id"":""BASE-MEM-1"",""answer"":""5"",""correct_answer"":""5"",""correct"":true,""rt_ms"":69603,""step"":4}"
P8WIOR.csv,p8,WOIR,task,214.869,awarenessProbe.started,"{""condition"":""baseline""}"
P8WIOR.csv,p8,WOIR,task,215.072,awarenessProbe.question.shown,"{""question_id"":""PROBE-I2"",""index"":1}"
P8WIOR.csv,p8,WOIR,task,219.181,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,221.682,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,229.777,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,232.278,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,233.3,awarenessProbe.response,"{""question_id"":""PROBE-I2"",""answer"":""Ambulance"",""correct_answer"":""Police"",""correct"":false,""response_time_ms"":18228,""index"":1}"
P8WIOR.csv,p8,WOIR,task,233.3,awarenessProbe.question.shown,"{""question_id"":""PROBE-I1"",""index"":2}"
P8WIOR.csv,p8,WOIR,task,246.128,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,248.636,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,261.067,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,263.569,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,272.683,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,275.183,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,284.205,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,286.708,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,298.692,awarenessProbe.response,"{""question_id"":""PROBE-I1"",""answer"":""2"",""correct_answer"":""1"",""correct"":false,""response_time_ms"":65392,""index"":2}"
P8WIOR.csv,p8,WOIR,task,298.692,awarenessProbe.question.shown,"{""question_id"":""PROBE-I4"",""index"":3}"
P8WIOR.csv,p8,WOIR,task,298.799,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,301.299,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,314.48,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,316.98,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,330.817,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,333.319,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,346.941,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,349.442,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,357.696,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,360.197,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,370.46,awarenessProbe.response,"{""question_id"":""PROBE-I4"",""answer"":""Ambulance arrival"",""correct_answer"":""Ambulance arrival"",""correct"":true,""response_time_ms"":71767,""index"":3}"
P8WIOR.csv,p8,WOIR,task,370.46,awarenessProbe.question.shown,"{""question_id"":""PROBE-I3"",""index"":4}"
P8WIOR.csv,p8,WOIR,task,373.775,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,376.276,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,383.428,awarenessProbe.response,"{""question_id"":""PROBE-I3"",""answer"":""Road became blocked by vehicles"",""correct_answer"":""Traffic increased but road usable"",""correct"":false,""response_time_ms"":12968,""index"":4}"
P8WIOR.csv,p8,WOIR,task,383.428,awarenessProbe.completed,{}
P8WIOR.csv,p8,WOIR,task,383.428,return.quiz.started,{}
P8WIOR.csv,p8,WOIR,task,384.646,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,387.148,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,395.254,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,397.755,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,410.216,drt.flash,{}
P8WIOR.csv,p8,WOIR,task,412.719,drt.miss,{}
P8WIOR.csv,p8,WOIR,task,414.908,return.quiz.completed,"{""answers"":[{""question"":""Which emergency units are currently at the incident location?"",""answer"":""Ambulance and Police"",""correctAnswer"":""Ambulance"",""isCorrect"":false},{""question"":""How many vehicles are involved in accident?"",""answer"":""2"",""correctAnswer"":""3"",""isCorrect"":false},{""question"":""Is there any victim visible currently?"",""answer"":""2"",""correctAnswer"":""2"",""isCorrect"":true},{""question"":""Is the road currently blocked?"",""answer"":""Yes"",""correctAnswer"":""No"",""isCorrect"":false},{""question"":""Is any vehicle currently on fire?"",""answer"":""No"",""correctAnswer"":""No"",""isCorrect"":true}]}"
p02WIR.csv,p2,WIR,task,1.846,call.voice.alert,{}
p02WIR.csv,p2,WIR,task,1.846,call.incoming,{}
p02WIR.csv,p2,WIR,task,2.334,call.voice.alert,{}
p02WIR.csv,p2,WIR,task,2.334,call.incoming,{}
p02WIR.csv,p2,WIR,task,3.005,call.ringtone.started,{}
p02WIR.csv,p2,WIR,task,135.989,call.ringtone.stopped,{}
p02WIR.csv,p2,WIR,task,135.989,call.answered,{}
p02WIR.csv,p2,WIR,task,137.492,caller.msg,"{""seq"":1,""text"":""I am on the Autobahn near Manchinger Straße (Ingolstadt).""}"
p02WIR.csv,p2,WIR,task,142.493,caller.msg,"{""seq"":2,""text"":""There’s a multi car collision ahead.""}"
p02WIR.csv,p2,WIR,task,147.5,caller.msg,"{""seq"":3,""text"":""One person appears injured. Please send help quickly.""}"
p02WIR.csv,p2,WIR,task,152.334,mission.started,{}
p02WIR.csv,p2,WIR,task,153.153,drt.started,{}
p02WIR.csv,p2,WIR,task,163.284,drt.flash,{}
p02WIR.csv,p2,WIR,task,163.989,drt.response,"{""rt_ms"":705}"
p02WIR.csv,p2,WIR,task,173.832,drt.flash,{}
p02WIR.csv,p2,WIR,task,174.397,drt.response,"{""rt_ms"":565}"
p02WIR.csv,p2,WIR,task,185.476,drt.flash,{}
p02WIR.csv,p2,WIR,task,187.335,drt.response,"{""rt_ms"":1859}"
p02WIR.csv,p2,WIR,task,197.505,drt.flash,{}
p02WIR.csv,p2,WIR,task,200.007,drt.miss,{}
p02WIR.csv,p2,WIR,task,210.938,drt.flash,{}
p02WIR.csv,p2,WIR,task,213.44,drt.miss,{}
p02WIR.csv,p2,WIR,task,219.33,call.ringtone.stopped,{}
p02WIR.csv,p2,WIR,task,219.33,secondary.start,"{""task_id"":""TASK-ADM-1"",""step"":1}"
p02WIR.csv,p2,WIR,task,227.37,drt.flash,{}
p02WIR.csv,p2,WIR,task,229.871,drt.miss,{}
p02WIR.csv,p2,WIR,task,239.237,drt.flash,{}
p02WIR.csv,p2,WIR,task,240.246,secondary.response,"{""task_id"":""TASK-ADM-1"",""answer"":""48271B"",""correct_answer"":""48271B"",""correct"":true,""rt_ms"":20915,""step"":1}"
p02WIR.csv,p2,WIR,task,240.548,secondary.start,"{""task_id"":""TASK-LOGIC-1"",""step"":2}"
p02WIR.csv,p2,WIR,task,241.738,drt.miss,{}
p02WIR.csv,p2,WIR,task,255.0,drt.flash,{}
p02WIR.csv,p2,WIR,task,257.5,drt.miss,{}
p02WIR.csv,p2,WIR,task,260.134,secondary.response,"{""task_id"":""TASK-LOGIC-1"",""answer"":""Yes"",""correct_answer"":""Yes"",""correct"":true,""rt_ms"":40804,""step"":2}"
p02WIR.csv,p2,WIR,task,260.435,secondary.start,"{""task_id"":""TASK-MATH-1"",""step"":3}"
p02WIR.csv,p2,WIR,task,268.909,secondary.response,"{""task_id"":""TASK-MATH-1"",""answer"":""Yes"",""correct_answer"":""Yes"",""correct"":true,""rt_ms"":49579,""step"":3}"
p02WIR.csv,p2,WIR,task,269.21,secondary.start,"{""task_id"":""TASK-VIS-1"",""step"":4}"
p02WIR.csv,p2,WIR,task,271.262,drt.flash,{}
p02WIR.csv,p2,WIR,task,273.762,drt.miss,{}
p02WIR.csv,p2,WIR,task,276.967,secondary.response,"{""task_id"":""TASK-VIS-1"",""answer"":""RDAIO-447"",""correct_answer"":""RDAIO-447"",""correct"":true,""rt_ms"":57637,""step"":4}"
p02WIR.csv,p2,WIR,task,283.779,drt.flash,{}
p02WIR.csv,p2,WIR,task,286.28,drt.miss,{}
p02WIR.csv,p2,WIR,task,298.784,drt.flash,{}
p02WIR.csv,p2,WIR,task,301.284,drt.miss,{}
p02WIR.csv,p2,WIR,task,304.439,awarenessProbe.started,"{""condition"":""information-retrieval""}"
p02WIR.csv,p2,WIR,task,304.639,awarenessProbe.question.shown,"{""question_id"":""PROBE-I1"",""index"":1}"
p02WIR.csv,p2,WIR,task,309.821,drt.flash,{}
p02WIR.csv,p2,WIR,task,312.321,drt.miss,{}
p02WIR.csv,p2,WIR,task,320.501,awarenessProbe.response,"{""question_id"":""PROBE-I1"",""answer"":""3"",""correct_answer"":""2"",""correct"":false,""response_time_ms"":15862,""index"":1}"
p02WIR.csv,p2,WIR,task,320.502,awarenessProbe.question.shown,"{""question_id"":""PROBE-I2"",""index"":2}"
p02WIR.csv,p2,WIR,task,321.647,drt.flash,{}
p02WIR.csv,p2,WIR,task,324.162,drt.miss,{}
p02WIR.csv,p2,WIR,task,331.437,awarenessProbe.response,"{""question_id"":""PROBE-I2"",""answer"":""Ambulance"",""correct_answer"":""Ambulance"",""correct"":true,""response_time_ms"":10936,""index"":2}"
p02WIR.csv,p2,WIR,task,331.437,awarenessProbe.question.shown,"{""question_id"":""PROBE-I3"",""index"":3}"
p02WIR.csv,p2,WIR,task,338.106,drt.flash,{}
p02WIR.csv,p2,WIR,task,340.606,drt.miss,{}
